카드명,카드사,연회비_국내,연회비_해외,전월실적_기준,주요혜택
ALL 다모아카드,우리카드,10000,12000,0,모아포인트: 1.0~1.8%적립 | SK주유소 머핀포인트: 80점/L적립 | PAYCO/CJ ONE/OK캐쉬백/CU: 멀티멤버십제공
American Express The Platinum Card®,현대카드,0,1000000,0,매년 연간스페셜: 10만MR적립(100만원 상당) | 공항라운지/발레파킹: 무료이용 | 1천원당 최대: 4.5MR적립
American Express® Gold Card,현대카드,0,300000,0,"매년 연간스페셜: 3만MR적립(30만원 상당) | 공항라운지/발레파킹: 무료이용 | 1,000원당 최대: 3MR적립"
American Express® Green Card,현대카드,0,100000,0,"매년 연간스페셜: 1만MR적립(10만원상당) | 다이닝 연 최대: 6만원할인 | 1,500원당 최대: 3MR적립"
BAZIC(베이직)체크카드,NH농협카드,0,0,0,국내외 전 가맹점: 0.3~0.2%할인
BAZIC(베이직)카드,NH농협카드,8000,8000,0,국내가맹점: 0.7~1.0%할인 | 해외가맹점: 0.7%할인
BAZIC+(베이직플러스)카드,NH농협카드,23000,25000,0,국내외전가맹점: 0.7~1.4%할인 | 대중교통/통신요금: 5%할인 | 국내공항라운지: 무료이용
BC 바로 리워드 플러스,BC 바로카드,10000,10000,300000,영화/구독서비스: 30%적립 | 쇼핑: 5%적립 | 주유소/핸드폰요금: 5%적립
BC 바로 에어 플러스 스카이패스,BC 바로카드,19000,19000,0,1천원당: 1마일리지적립 | 1백만원당: 200마일리지적립
BC 바로 에어 플러스 아시아나,BC 바로카드,19000,19000,0,1천원당: 1.3마일리지기본적립 | 1백만원당: 300마일리지추가적립
BC 바로 페이백 플러스,BC 바로카드,15000,15000,400000,전 가맹점: 0.7%기본 할인 | 온라인쇼핑: 6.3%추가 할인 | 음식점: 6.3%추가 할인
BLISS.7 카드(마일리지),IBK기업은행,0,200000,0,"1,500원당: 1마일적립 | 1,500원당 최대: 2마일특별적립 | 바우처: 20만원상당제공"
BLISS.7 카드(포인트),IBK기업은행,0,190000,0,"1,500원당: 15P적립 | 1,500원당 최대: 20P특별적립 | 바우처: 20만원상당제공"
CJ ONE 삼성카드,삼성카드,8000,10000,200000,CJ ONE 포인트: 2~5배적립 | CJ ONE 포인트: 0.5%특별적립 | 놀이공원 자유이용권: 50%현장할인
CJ ONE 신한카드 체크,신한카드,0,0,200000,"CJ ONE포인트: 5%추가적립 | CGV: 7,000원캐시백 | 투썸플레이스: 10%캐시백"
CJ ONE 우리카드 체크,우리카드,0,0,200000,올리브영: 3천원캐시백 | CGV: 3천원캐시백 | 인천공항라운지: 무료이용서비스
CJ ONE 프리즘 신한카드,신한카드,20000,23000,400000,올리브영: 10%적립 | 빕스/뚜레쥬스/CGV: 30%적립 | 전가맹점 최대: 0.3%적립
Clip카드,KB국민카드,0,15000,300000,KT통신요금 최대: 1만7천원할인
CLUB Premier (Hotel형),하나카드,0,210000,500000,국내특급호텔: 50%할인 | 전세계 제휴 라운지: 무료입장 | 리터당: 100원할인
CLUB Premier (Travel 형),하나카드,0,210000,500000,국내 LCC: 50%할인 | 전세계 제휴 라운지: 무료입장 | 국내 면세점: 20%할인
CLUB Primus Asiana Club 카드,하나카드,0,100000,0,"1,000원당: 1마일기본적립 | 면세점/레저 등: 2~5마일특별적립 | Free Package: 연1회제공"
CLUB Primus Point 카드,하나카드,0,100000,0,모든가맹점: 1%기본적립 | 면세점/레저 등: 2~5%특별적립 | Free Package: 연1회제공
CLUB Signature Asiana Club 카드,하나카드,0,145000,0,"연 1회: Special Service제공 | 월 2회/연 6회: LoungeKey제공 | 1,000원당: 2~1마일적립"
CLUB Signature SKYPASS 카드,하나카드,0,145000,0,"연 1회: Special Service제공 | 월 2회/연 6회: LoungeKey제공 | 1,500원당: 2~1마일적립"
CREAM Hybrid 체크카드,MG새마을금고,0,0,0,모든가맹점: 최대 0.2%적립 | 대형마트: 1%적립 | 학원: 1%적립
CREAM 체크카드,MG새마을금고,0,0,0,모든가맹점: 최대 0.2%적립 | 대형마트: 1%적립 | 학원: 1%적립
D4@카드의정석,우리카드,9000,10000,300000,"대중교통: 33%할인 | 커피: 55%할인 | 영화관: 5,500원할인"
DA@카드의정석,우리카드,5000,10000,0,모든가맹점: 0.8%할인 | 생활업종: 1.3%할인 | 국내공항라운지: 연 2회무료(전월실적 30만원)
DB 캐쉬백 3.1 체크카드,DB금융투자,0,0,0,모든가맹점: 0.6%캐시백 | 금융상품가입 시: 2.5%추가캐시백
DC줌체크카드(비씨),NH농협카드,0,0,200000,온라인쇼핑: 10%할인 | 커피: 10%할인 | 대중교통: 10%할인
DGB어디로든그린카드,iM뱅크,15000,15000,300000,전기차/수소차 충전소: 최대 40%적립 | 전국 버스/지하철: 10%적립 | 국내가맹점: 0.2%적립
Diners Club MILEAGE,우리카드,0,330000,0,"국내 가맹점: 1마일적립 | 해외, 면세점: 2마일적립 | 전세계 공항라운지: 연 20회무료이용"
E1 우리카드,우리카드,20000,20000,400000,E1 충전소: 10%청구할인 | 편의점 업종: 10%청구할인 | 커피 업종: 10%청구할인
E9pay 신한카드 처음,신한카드,15000,18000,300000,음식·생활·패션: 5%적립 | 통신·구독·멤버십: 최대 20%적립 | 소비관리 보너스: 매월 최대 1만P
Easy on카드,KB국민카드,20000,20000,500000,"푸드, 배달앱, 커피: 5%할인 | 온라인음원, 숙박앱: 5%할인"
Easy pick카드,KB국민카드,20000,20000,500000,"인터넷쇼핑: 5%적립 | 선호영역(택1): 5%적립 | 교통, 통신: 5%적립"
Easy study 티타늄카드,KB국민카드,35000,35000,500000,온라인강의: 5%할인 | 종합스포츠센터: 3%할인 | 서점: 5%할인
EDIYA 신한카드 체크,신한카드,0,0,200000,EDIYA: 30%할인
EVO 티타늄카드,KB국민카드,30000,30000,500000,"전기/수소차 충전: 50%적립 | 녹색매장, 친환경포장: 5%적립 | 기부생활: 1+1적립"
EV카드,IBK기업은행,9000,10000,300000,국내외이용금액: 0.3%적립 | 대중교통: 0.5%적립 | 주유소/전기차충전: 0.5%할인
Flex카드 몽블랑 에디션,롯데카드,100000,100000,500000,국내외 가맹점: 0.5%L.POINT 적립 | 스트리밍: 30%할인 | 커피: 50%할인
ForU(油) 체크카드,MG새마을금고,0,0,250000,주유 리터당: 최대 60원할인 | 도서: 2천원할인 | 커피: 10%할인
Green Wave 1.5℃카드,KB국민카드,15000,15000,400000,전기/수소차 충전소: 10%적립 | 친환경 마켓: 20%적립 | 영상/음원서비스: 1천점적립
GS&POINT 롯데카드,롯데카드,15000,15000,400000,GS SHOP: 5%할인 | GS25: 5%할인 | GS 칼텍스: 3천원할인
GS리테일 NH농협체크카드,NH농협카드,0,0,0,GS리테일 점내: 2%GS포인트 적립 | 국내가맹점: 0.2%NH포인트 적립 | 국외가맹점: 1%NH포인트 적립
GS칼텍스 신한카드 Shine,신한카드,0,7000,200000,"GS칼텍스: 60~100원/L할인 | 버스/지하철/택시: 3~7%할인 | 맥스무비 등: 1,500원할인"
GS행복가득카드,KB국민카드,7000,12000,300000,GS칼텍스: 100원/L할인 | 오토오아시스 엔진오일: 무료교환 | 대중교통: 10%할인
H.Point 체크카드,KB국민카드,0,0,300000,H.Point: 0.2%기본적립 | 현대백화점그룹: 0.5%추가적립 | 스타벅스: 5%할인
Happy 디지털카드,롯데카드,15000,15000,300000,해피포인트가맹점: 10%적립 | 교통/학원/할인점업종: 5%적립 | 모든가맹점 최대: 0.5%적립
Hole In:WON(홀인원) 카드,우리카드,49000,49000,500000,골프 업종: 5%적립 | 골프연습장 타석: 무료제공 | 공항라운지: 무료이용
Hyundai Mobility(모빌리티) Platinum,현대카드,70000,70000,500000,차량유지관리 업종 최대: 4.5%적립 | 대중교통/쏘카/타다 최대: 3%적립 | 그외 가맹점 최대: 1.5%적립
Hyundai Mobility(모빌리티) 카드,현대카드,30000,30000,500000,"차량유지관리 업종: 3%적립 | 대중교통, 쏘카, 타다: 2%적립 | 그외 일반가맹점: 1%적립"
Hyundai Mobilty카드(상용차),현대카드,30000,30000,300000,우대 주유소: 25~85포인트 적립 | 일반 가맹점: 0.2%포인트 적립 | 신차 구매 시: 1.5%포인트 적립
I-Mileage (아시아나),IBK기업은행,41000,42000,500000,국내・해외 가맹점: 1.5마일리지적립 | 공항 라운지: 무료 이용서비스 | 스타벅스: 4천원청구할인
I-PET,IBK기업은행,18000,19000,400000,동물병원/반려동물 업종: 30%할인 | 반려동물사진관: 30%할인 | 온라인쇼핑: 10%할인
I-나눔,IBK기업은행,14000,14000,500000,국내・외 가맹점: 0.5%기부 | 온라인쇼핑・홈쇼핑: 최대 1.5%할인 | 대형마트・편의점: 최대 1.5%할인
I’m ACTIVE,롯데카드,15000,15000,400000,"병원, 약국: 5%캐시백 | 보험료: 5%캐시백 | 월 이용 TOP3: 5%캐시백"
I’m CHEERFUL,롯데카드,15000,15000,500000,음식점: 5%할인 | 시내버스/지하철: 10%할인 | 점심음식점: 10%할인
I’m DRIVING,롯데카드,18000,18000,500000,주유소: 5천원할인 | 대리운전: 5%할인 | 엔진오일교환: 2만5천원할인
I’m GREAT,롯데카드,15000,15000,500000,통신/공과금/교육/보험: 5~10%할인 | 마트/슈퍼: 5~10%할인 | 의료/교통/편의점: 5~10%할인
I’m JOYFUL,롯데카드,15000,15000,500000,주말주유/야간요식: 5~10%할인 | 쇼핑: 5~10%할인 | 헬스케어/대중교통: 5~10%할인
I’m Powerful,롯데카드,15000,15000,400000,국내외가맹점: 0.5%할인 | 커피: 최대2%할인 | 이동통신: 최대5%할인
I’m WONDERFUL platinum,롯데카드,35000,35000,300000,국내외가맹점: 최대0.7%할인 | 10만원 이상: 최대1.4%할인 | 공항라운지: 무료이용
I’m Wonderful Plus,롯데카드,15000,15000,400000,국내외 가맹점: 최대0.7%할인 | 10만원 이상: 최대1.4%할인
IBK DC히어로즈 카드(신용),IBK기업은행,10000,12000,500000,음식점: 1%캐시백 | 병원비: 1%캐시백 | 이용금액 최다영역: 1%추가캐시백
IBK DC히어로즈 카드(체크),IBK기업은행,0,0,0,국내·해외 전가맹점: 0.2%캐시백 | 점심·저녁시간: 3배캐시백 | 전자금융·ATM 출금 및 이체: 수수료면제
IBK 무직타이거 카드(신용),IBK기업은행,10000,12000,500000,"버스,지하철: 건당 200원할인 | 주유소/충전소: 60원/L할인 | 온라인쇼핑: 20%할인"
IBK-Syrup카드[신용],IBK기업은행,0,7000,300000,모바일쿠폰 최대: 4만원지급 | Syrup(시럽): 멤버십서비스제공
IBK-Syrup카드[체크],IBK기업은행,0,0,300000,모바일쿠폰 최대: 2만원지급 | Syrup(시럽): 멤버십서비스제공
IBK무민카드(신용),IBK기업은행,10000,10000,500000,"주요 커피전문점: 20%할인 | 쿠팡, 티몬, 위메프: 20%할인 | 편의점: 10%할인"
IBK무민카드(체크),IBK기업은행,0,0,300000,대중교통: 건당100원할인 | 온라인쇼핑: 10%할인 | 커피전문점: 10%할인
IBK포인트(체크),IBK기업은행,0,0,0,국내・외 가맹점: 0.2%적립
IKEA for Business with 신한카드,신한카드,27000,30000,500000,IKEA: 10%할인 | 할인점: 5%할인 | 모든가맹점: 0.3%할인
IKEA(이케아) Family with 신한카드,신한카드,15000,18000,300000,IKEA 매장: 10%할인 | 백화점/할인점: 5%할인 | 편의점: 5%할인
iM K-패스 체크카드,iM뱅크,0,0,200000,대중교통: 10%할인 | 배달앱: 2%할인 | 이동통신: 2%할인
IN 체크카드,MG새마을금고,0,0,0,대형마트: 5%할인 | 편의점: 5%할인 | 통신비: 5천원할인
Jin Air - 롯데카드,롯데카드,5000,6000,300000,진에어항공권: 10%할인 | 커피전문점: 5%할인
jumjum(점점) 체크카드(비씨),NH농협카드,0,0,0,국내외 전 가맹점: 0.4~0.2%적립
JYP Fan’s EDM 체크,신한카드,0,0,200000,국내콘서트/공연: 5%캐시백 | 음원/스트리밍: 5%캐시백 | 대중교통: 3%캐시백
K-FIRST (모바일전용),BC 바로카드,0,5000,0,전 가맹점: 1%할인 | 대중교통/편의점/커피: 0.5%추가할인 | 페이북 쇼핑: 5%할인
KB 전통시장온누리체크카드,KB국민카드,0,0,400000,전통시장가맹점 이용: 5%환급할인 | 온누리상품권 차감 이용: 5%환급할인 | KB Pay 쇼핑 이용: 5%환급할인
KB국민 윙크카드,KB국민카드,20000,20000,500000,윙크 학습비 자동이체: 최대 1만5천원할인
KB국민 티머니 노리 학생증체크카드(퍼플),KB국민카드,0,0,200000,"이동통신요금: 2,500원환급할인 | 스타벅스: 20%환급할인 | GS25: 5%환급할인"
KB국민 티머니노리학생증 체크카드(그린_세로형),KB국민카드,0,0,0,"이동통신요금: 2,500원환급할인 | 스타벅스: 20%환급할인 | GS25: 5%환급할인"
KB국민 티머니노리학생증 체크카드(그린),KB국민카드,0,0,200000,"이동통신요금: 2,500원환급할인 | 스타벅스: 20%환급할인 | GS25: 5%환급할인"
KB국민 티머니노리학생증 체크카드(블루_세로형),KB국민카드,0,0,200000,"이동통신요금: 2,500원환급할인 | 스타벅스: 20%환급할인 | GS25: 5%환급할인"
KB국민 티머니노리학생증 체크카드(블루),KB국민카드,0,0,0,"이동통신요금: 2,500원환급할인 | 스타벅스: 20%환급할인 | GS25: 5%환급할인"
KB국민 티머니노리학생증 체크카드(세로형_퍼플),KB국민카드,0,0,200000,"이동통신요금: 2,500원환급할인 | 스타벅스: 20%환급할인 | GS25: 5%환급할인"
KB라이프 딱좋은 요즘 건강 KB카드,KB국민카드,20000,20000,400000,"KB라이프 건강보험료 자동납부: 5~8천원청구할인 | 병원, 약국업종: 5%청구할인"
KCTV알뜰카드,제주은행,5000,0,300000,주요 패밀리레스토랑: 10%청구할인 | 온라인쇼핑몰: 5%청구할인 | 커피 전문점: 20%청구할인
KDB Choice 하이브리드 카드,KDB산업은행,0,0,0,선택한 2개 업종: 5%캐시백 | 후불교통 건당: 100원청구할인
Kia Members 경차전용카드,현대카드,5000,0,0,"주유 및 충전 시, 리터당: 100~400원청구할인 | 현대해상 자동차 보험료: 3만원청구할인 | 국내 가맹점: 0.5%적립"
kt M mobile카드,KB국민카드,0,15000,300000,kt M mobile 통신료: 최대 1만 7천원할인
KT NU우리카드,우리카드,20000,20000,400000,KT통신서비스: 최대 2만원할인 | KT단말기: 장기할부서비스
KT Super DC,하나카드,12000,15000,300000,통신요금 최대: 1만5천원할인 | 5대 커피업종: 5%할인 | 영화: 3천원할인
KT 신한카드 체크,신한카드,0,0,300000,"KT통신요금: 5,000원캐시백 | GS25: 5%캐시백 | CGV: 10%캐시백"
KT수퍼할부카드(비씨),NH농협카드,0,15000,300000,"KT: 라이트할부제공 | KT통신요금: 9천~1만7천원할인 | 커피,베이커리: 10%할인"
K리그 축덕 Young Hana 체크카드 with OKcashbag,하나카드,0,0,200000,"스타벅스: 20%적립 | 편의점, 영화: 10%적립 | 해외 ATM 현금인출: 수수료우대"
K리그 축덕 하나멤버스 1Q Play1 카드,하나카드,10000,12000,300000,"통신/대중교통: 7~10%적립 | 온라인/편의점: 7~10%적립 | 영화 1만원 이상: 5,000원할인"
L.CLASS L60 (L.POINT형),롯데카드,595000,600000,0,국내외가맹점: 1%적립 | 40만원 상당: 스페셜기프트제공 | 호텔/쇼핑/골프: 프리미엄서비스제공
L.CLASS L60 (스카이패스형),롯데카드,595000,600000,0,"국내외가맹점: 1,500원당 1마일적립 | 40만원 상당: 스페셜기프트제공 | 호텔/쇼핑/골프: 프리미엄서비스제공"
L.CLASS L60 (아시아나클럽형),롯데카드,595000,600000,0,국내외가맹점 1천원당: 1마일적립 | 40만원 상당: 스페셜기프트제공 | 호텔/쇼핑/골프: 프리미엄서비스제공
L.PAY by 롤라카드(신용),롯데카드,15000,15000,0,L.POINT 최대: 2%적립 | 클럽롤라 서비스: 무료제공
L.PAY by 롤라카드(체크),롯데카드,0,0,100000,L.POINT: 0.2%적립 | 클럽롤라 서비스: 무료제공 | SK주유소: 50P/L적립
L.pay 롯데카드 Ⅱ,롯데카드,10000,10000,300000,플러스가맹점 L.pay결제: 최대 1.5%적립 | 일반가맹점 결제: 최대 1%적립
L.PAY 신한카드,신한카드,17000,20000,0,국내/해외이용금액: 0.1%적립 | 교통/롯데더드림영역: 1%적립 | 롯데더드림영역: 최대6%추가적립
L.pay 신한카드 체크,신한카드,0,0,0,국내/해외일시불: 0.1%적립 | 롯데더드림영역: 0.5%적립 | L.pay결제시 최대: 2.5%추가적립
L.PAY 하나 체크카드,하나카드,0,0,0,L.PAY결제/후불교통: 2%적립 | 롯데가맹점: 0.5%적립 | 이외 국내가맹점: 0.1%적립
LFmall 신용카드,KB국민카드,15000,15000,0,LFmall: 5%할인 | 국내외가맹점: 0.5%적립
LG BEST SHOP 486 신한카드,신한카드,22000,25000,500000,"장기할부 혜택: 연 6.5%수수료 | 할부이용 시: 11,000원캐시백"
LG U+ 우리카드,우리카드,10000,15000,300000,"LG U+ 통신요금: 최대 15,000원청구할인 | 페밀리레스토랑: 10%청구할인 | 커피: 20%청구할인"
LGU+ 라서즐거운 체크카드,우리카드,0,0,300000,LG U+ 최대: 5천원할인 | 패밀리레스토랑: 10%할인 | 커피: 10%할인
LGU+ 카드의정석 Ⅱ,우리카드,20000,20000,300000,LGU+ 통신요금 최대: 1만3천원할인 | LGU+ 단말기: 장기할부서비스 | 모든 영화관: 3천원할인
